title,title_furigana,title_en
鵺の砦,ぬえのとりで,Fort of Nue
抜け忍転校生ハヤテ,ぬけにんてんこうせいはやて,Nukenin Tenkousei Hayate
盗んでリ・リ・ス,ぬすんでりりす,Nusunderirisu
ヌードファイター柚希,ぬーどふぁいたーゆずき,Nude Fighter Yuzuki
ぬらりひょんの孫,ぬらりひょんのまご,Nura: Rise of the Yokai Clan (Nurarihyon no mago)
