title,title_furigana,title_en
死にたくなるしょうもない日々が死にたくなるくらいしょうもなくて死ぬほど死にたくない日々,しにたくなるしょうもないひびがしにたくなくなるくらいしょうもなくてしぬほどしにたくないひび,Shinitakunaru shoumonai hibi ga sinitakunarukurai shoumonakute sinuhodo shinitakunai hibi
シネマこんぷれっくす!,CINEMA COMPLEX,
シネマちっくキネ子さん,しねまちっくきねこさん,Cinematic Kineko-san
シネマに恋して,しねまにこいして,Cinema ni koi shite
篠崎さん気をオタしかに!,しのざきさんきをおたしかに,Shinozakisan kio otashikani
紫乃先生〆切前!,しのせんせいしめきりまえ,Shino sensei shimekiri mae
志乃ちゃんは自分の名前が言えない,しのちゃんはじぶんのなまえがいえない,Shino chan wa jibun no namae ga ienai
シノハユ the dawn of age,しのはゆ ざどーんおぶえいじ,Shinohayu the dawn of age
しのびがたき,Shinobigataki,
シノビノ,SHIno BIno,
忍びのオツトメ,しのびのおつとめ,Shinobi no Otsutome
忍びの国,しのびのくに,Shinobi no Kuni
忍のBAN,しのびのばん,Shinobi No Ban
シノビライフ,Shinobi Life,
忍ぶな!チヨちゃん,しのぶなちよちゃん,Shinobuna Chiyo chan
死のホワイトマジック,しのほわいとまじっく,Shi no white magic
しのりん本番入ります!,しのりんほんばんはいります,Shinorin honban hairimasu!
シバいたれタカ!,Shibaitare Taka!,
しばいたろか,Shibai Taroka,
しばいぬ子さん,しばいぬこさん,Shibainuko san
柴犬 森田まさのり短編集,しばいぬ もりたまさのりたんぺんしゅう,Shibainu By Masanori Morita
ジバクくん,JIBAKU KUN,
しばたベーカリー,Shibata Bakery,
G-HARD(ジハード),じはーど,G-HARD
シバトラ,SHIBATORA,
しはるじぇねしす,Shiharu Genesis,
ジパング,ZIPANG,
ジパング 深蒼海流,じぱんぐ しんそうかいりゅう,ZIPANG Shinsou kairyuu
ジパング少年,じぱんぐぼーい,Zipang boy
ジパング宝王伝,じぱんぐほうおうでん,Jipang Hououden
死人の声をきくがよい,しびとのこえをきくがよい,You will hear the voice of the dead
GBパーク,じーびーぱーく,GB park
至福千年,しふくせんねん,"Supreme bliss 1,000 years"
至福の暴対レシピ,しふくのぼうたいれしぴ,Shihuku no Boutai Recipe
渋谷金魚,しぶやきんぎょ,Shibuya Kingyo
Sh15uya(シブヤフィフティーン),しぶやふぃふてぃーん,Sh15uya
C-blossom case729,しーぶろっさむ,C-blossom case729
脂肪と言う名の服を着て,しぼうというなのふくをきて,Shibou to iu nano fuku wo kite
四方遊戯 遠藤達哉短編集,しほうゆうぎ えんどうたつやたんぺんしゅう,Shihou Yugi Tatsuya Endoh's Shorts
慈母の星 北斗の拳 ユリア外伝,じぼのほし ほくとのけん ゆりあがいでん,Jibo no hoshi Hokuto no ken Yuria gaiden
慈母れ!ヒイラギちゃん,じぼれひいらぎちゃん,Jibore! Hiiragi-chan
私本太平記,しほんたいへいき,SHIHON TAIHEIKI
姉妹サンド,しまいさんど,Lush life with sisters (Shimai sando)
姉妹ちがい 米田和佐短編集,しまいちがい よねだかずさたんぺんしゅう,Shimai chigai Yoneda Kazusa tanpenshuu
姉妹の方程式,しまいのほうていしき,Shimai no houteishiki
シマウマ,Shimauma,
シマウマ外伝 AKAとKIINU,しまうまがいでん あかときいぬ,AKA &amp; KIINU SHIMAUMA ANOTHER STORY
島耕作シリーズ,しまこうさくしりーず,Shina Kosaku series
島耕作の事件簿,しまこうさくのじけんぼ,Shima Kousaku no jikenbo
シマシマ,Shimashima,
しましま日誌,しましまにっし,Shimashima nisshi
しましまライオン,Shimashima lion,
島っ子,しまっこ,Shimakko
島津戦記,しまづせんき,Shimazu Senki
しまっていこうぜ!,Shimatte Ikouze!,
しまなみ誰そ彼,しまなみたそがれ,SHIMANAMI TASOGARE
島根の弁護士,しまねのべんごし,Lawyer in Shimane
島の人,しまのひと,Shima no Hito
島村さんちのこどもたち,しまむらさんちのこどもたち,Shimamura san chi no kodomo tachi
島本和彦 熱血SF短編集,しまもとかずひこねっけつえすえふたんぺんしゅう,Kazuhiko Shimamoto SF Collection Of Short Stories
Ⓖえでぃしょん,じーまるえでぃしょん,G maru edition
しみことトモヱ,Simico to Tomoe,
じみへん,Jimihen,
ジムメン!,Gym men! (Jimumen),
指名手配犯,しめいてはいはん,Shimei Tehai Han
〆切ごはん,しめきりごはん,Shimekiri gohan
〆のグルメ,しめのぐるめ,Shime no gurume
下北サンデーズ,しもきたさんでーず,Shimokita Sundays
下ネタという概念が存在しない退屈な世界 マン●篇,しもねたというがいねんがそんざいしないたいくつなせかいまんくろまるへん,Shimoneta Toiu Gainen Ga Sonzai Shinai Taikutsu Na Sekai Mankuromaru Hen
シーモン?,Sea Mon?,
射,しゃ,Sya
JIYA-ジヤ-,じや,JIYA
シャアの日常,しゃあのにちじょう,Sha no Nichijo
ジャイアント,GIANT,
GIANT KILLING,じゃいあんと きりんぐ,GIANT KILLING
巨神ゴーグ,じゃいあんとごーぐ,GIANT GORG
GIANT STEP,じゃいあんとすてっぷ,GIANT STEP
ジャイアント台風,じゃいあんとたいふう,Giant Typhoon
ジャイアントロボ,Giant Robo,
ジャイアントロボ 〜地球の燃え尽きる日〜,じゃいあんとろぼ ちきゅうのもえつきるひ,Giant Robo The day burning earth
ジャイアントロボ 〜バベルの籠城〜,じゃいあんとろぼ ばべるのろうじょう,Giant Robo -Babel no roujo-
ジャイアントロボ(水田麻里版),Giant Robo (Mizuta Mari),
シャイナ・ダルク 〜黒き月の王と蒼碧の月の姫君〜,しゃいなだるくくろきつきのおうとそうへきのつきのひめぎみ,Shina dark kurokitsukinoouto souhekinotsukinohimegimi
シャイニング・フォース ネオ,Shining force NEO,
シャウト 新撰組,しゃうと しんせんぐみ,Shout Shinnsenngumi
社外秘!神田さん,しゃがいひかんださん,Shagaihi! Kanda-san
シャカの息子,しゃかのむすこ,Shaka no musuko
ジャガーの眼 (ジャガーの目),じゃがーのめ,JAGUAR NO ME
しゃがら,Shagara,
ジャカランダ,Jacaranda,
シャカリキ!,Shakariki,
ジャガーン,Jagaaaaaaaan,
邪眼は月輪に飛ぶ,じゃがんはがちりんにとぶ,Jagan wa gachirin ni tobu
灼眼のシャナ,しゃくがんのしゃな,Shakugan no Shana
死役所,しやくしょ,Shiyakusho
灼熱カバディ,しゃくねつかばでぃ,Shakunetsu Kabaddi
灼熱の卓球娘,しゃくねつのたっきゅうむすめ,Shaukunetsu no takkyuumusume
シャコタン☆ブギ,しゃこたんぶぎ,Shako-tan Boogie
ジャコモ・フォスカリ,Giacomo-Foscali,
ジャージマン,Jersey Man,
