title,title_furigana,title_en
勤しめ!仁岡先生,いそしめ におかせんせい,Isoshime! Nioka Sensei
磯部磯兵衛物語〜浮世はつらいよ〜,いそべいそべえものがたり うきよはつらいよ,Isobee Isobe story
イゾラバ!,IZORABA,
偉大なる、しゅららぼん,いだいなるしゅららぼん,The Great ShuRaRa-Bon
イタズラなKiss,いたずらなきっす,Itazura na kiss
いたずらまじょ子の大冒険,いたずらまじょこのだいぼうけん,Itazura Majoko no daibouken
イタダキッ!,Itadaki!,
頂!(文月晃版),いただき ふみづきこうばん,Itadaki! (Fumizuki Kou ver.)
いただきます!,Itadakimasu,
板谷さんと牛山さん,いたたにさんとうしやまさん,Itatani San To Ushiyama San
IDATEN,いだてん,IDATEN
1(山本英夫),いち,Iti
いちいちせいち,Ichiichiseichi,
いちえふ 福島第一原子力発電所労働記,いちえふ ふくしまだいいちげんしりょくはつでんしょろうどうき,Ichi-Efu
壱億返済日記,いちおくへんさいにっき,Ichioku Hensainikki
1月のプリュヴィオーズ,いちがつのぷりゅびおーず,January Pruviores
1985への出発,いちきゅうはちごへのたびだち,1985 e no Tabidachi
一清&千沙姫(シリーズ),いちきよあんどちさひめしりーず,Itikiyo and Tisa story
イチケイのカラス,Ichikei no karasu,
いちげき,Ichigeki,
一撃殺虫!!ホイホイさん,いちげきさっちゅうほいほいさん,Ichigeki satchu!! Hoihoi-san
いちご100% EAST SIDE STORY,いちご100ぱーせんと いーすとさいどすとーりー,Ichigo 100% EAST SIDE STORY
イチゴーイチハチ!,Ichi go Ichi hachi,
苺とチョコレート,いちごとちょこれーと,Stroberry and Chocolate
いちごのA(エース),いちごのえーす,Ichigo no ace
いちごの入ったソーダ水,いちごのはいったそーだすい,Ichigo no haitta soda sui
いちご100%,いちごひゃくぱーせんと,Ichigo 100%
苺ましまろ,いちごましまろ,ICHIGO-Mashimaro
イチゴマン,Ichigoman,
井地さんちは素直になれない,いちさんちはすなおになれない,Ichisanchi wa sunao ni narenai
市 ICHI,いち しもざわかんばん,ICHI
