title,title_furigana,title_en
MIX (あだち充版),みっくす あだちみつるばん,MIX (Adachi Mitsuru)
光圀伝,みつくにでん,Mitsukuni den
三ツ首コンドル,みつくびこんどる,Mitsukubi kondoru
みつゲッツ,Mitsugettsu,
ミッソンインパッセボーゥ,MISSION IMPOSSIBLE,
ミッドガルドの守護者,みっどがるどのしゅごしゃ,Midgard no Shugosha
ミッドナイト,The middle of the night,
ミッドナイトレストラン7to7,みっどないとれすとらんせぶんとぅせぶん,Mid night restaurant seven to seven
みつどもえ,Mitsudomoe,
三成さんは京都を許さない ―琵琶湖ノ水ヲ止メヨ―,みつなりさんはきょうとをゆるさない びわこのみずをとめよ,MITSUNARI ISHIDA will never forgive KYOTO
蜜の島,みつのしま,THE HONEY ISLAND.
★★★のスペシャリテ,みつぼしのすぺしゃりて,Specialite du Chef Mitsuboshi (Mitsuboshi no Specialite)
三つ目がとおる,みつめがとおる,Mitsume ga Tohru
三つ目黙示録〜悪魔王子シャラク〜,みつめもくしろく あくまおうじしゃらく,Mitsume mokushiroku Akuma ouji Sharaku
ミツヨシ完結編,みつよしかんけつへん,Mitsuyoshi kanketsuhen
水戸黄門外伝 DokiDokiアキの忍法帳,みとこうもんがいでん どきどきあきのにんぽうちょう,Mito Koumon Gaiden Doki Doki Aki no Ninpou chou
水戸黄門 食いしん坊漫遊記,みとこうもんくいしんぼうまんゆうき,MITOKOMON KUISHINBO MAN YUKI
水戸黄門になった男 影侍,みとこうもんになったおとこかげざむらい,KAGEZAMURAI
ミトコン,Mitokon,
ミトコンペレストロイカ,Mitokon Perestroika,
緑の王 VERDANT LORD,みどりのおう,King of Green VERDANT LORD
美鳥の日々,みどりのひび,Midori no hibi
みどりの魔王,みどりのまおう,Midori no Maou
みどりのマキバオー,Midori no Makibao,
みどりの守り神,みどりのまもりがみ,Midori no mamorigami
ミドリノユーグレ,Midori no yuugure,
緑山高校,みどりやまこうこう,Midoriyama koukou
翠山ポリスギャング,みどりやまぽりすぎゃんぐ,Midoriyama Police-gang
鏖,みなごろし,Minagoroshi
みなごろしのストラット-真田幸村異聞録-,みなごろしのすとらっと さなだゆきむらいぶんろく,Minagoroshi no sutoratto Yukimura sanada ibunroku
皆様の玩具です,みなさまのおもちゃです,MINASAMA NO OMOCHA DESU
みなさ〜ん!ボンバーマンですヨ!!,みなさーんぼんばーまんですよ,Minasan Bomberman desuyo
水瀬まりんの航海日誌,みなせまりんのろぐぶっく,Minase Marin no logbook
水瀬陽夢と本当はこわいクトゥルフ神話,みなせようむとほんとうはこわいくとぅるふしんわ,Minase Youmu to hontou wa kowai Cthulhu shinwa
みなと∞みらい,みなとみらい,Minato Mirai
南鎌倉高校女子自転車部,みなみかまくらこうこう じょしじてんしゃぶ,Minami Kamakura High School Girls Cycling Club
南くんの恋人,みなみくんのこいびと,Minami kun no koibito.
みなみけ,Minamike,
ミナミの帝王,みなみのていおう,Minami no Teio
源君物語,みなもとくんものがたり,Minamoto kun Monogatari
みにでゅら,Minidura,
ミニマム,Minimum,
ミニモニ。やるのだぴょん!,Lets go Minimoni,
ミニモニ。ラブ インストール,Minimoni love insutoru,
ミニ四キッズ,みによんきっず,Mini 4 kids
ミニ四ファイターV,みによんふぁいたーぶい,Mini yon fighter V
みのりスクランブル!,Minori Scramble!,
みのり伝説,みのりでんせつ,Minori densetsu
みのりの日々,みのりのひび,Minori no hibi
箕輪道伝説,みのわどうでんせつ,LEGEND OF DOU
ミハロリプレイス,Miharo Replace,
壬生義士伝,みぶぎしでん,Mibugishiden
ミミア姫,みみあひめ,Princess Mimia
耳は忘れない,みみはわすれない,Mimihawasurenai
耳をすませば,みみをすませば,Wisper of the Heart
みもりろっくおん!,Mimori lock on!,
宮河家の空腹,みやかわけのくうふく,MIYAKAWA KE NO KUFUKU
宮崎駿の雑想ノート,みやざきはやおのざっそうのーと,Hayao Miyazaki's Daydream data notes
宮沢賢治童話集,みやざわけんじどうわしゅう,Collection of Kenji Miyazawa children's stories
宮田書店へようこそ! 水あさと短編集,みやたしょてんへようこそ みずあさとたんぺんしゅう,Welcome To MIYATA Books. MIZUASATO's Short Stories.
宮ちゃんの戯夢人生,みやちゃんのげーむじんせい,Miya-Chan No Game Jinsei
雅さんちの戦闘事情,みやびさんちのせんとうじじょう,Miyabi-san chi no sentou jijou
宮本から君へ,みやもとからきみへ,From Miyamoto to You
美童物語,みやらびものがたり,Miyarabi monogatari
μ&i (みゅうあんどあい),みゅうあんどあい,M&amp;i
みゆき,Miyuki,
みゅ〜こん!,みゅーこん,Music conductor!
ミュージアム,Museum,
ミュジコフィリア,Musicophilia,
ミューズとドン,Myuzu to don,
ミュータント・サブ,Mutant Sabu,
ミュータント伝,みゅーたんとでん,Mutant den
明王伝レイ,みょうおうでんれい,Myououden Rei
ミヨリの森,みよりのもり,Miyori's Forest
ミヨリの森の四季,みよりのもりのしき,Miyori no mori no Shiki
ミライカナイ,Miraikanai,
未来からのヒットマン おいちょカブ!,みらいからのひっとまんおいちょかぶ,Oicho Kab!
未来警察ウラシマン,みらいけいさつうらしまん,Future Police URASHIMAN
未来警察暴力課,みらいけいさつぼうりょくか,Miraikeisatsu Bouryokuka
ミライザーバン,MIRAIZARBAN,
未来人カオス,みらいじんかおす,Miraijin Caos
未来町内会,みらいちょうないかい,Mirai Chounai-kai
未来日記,みらいにっき,Mirai nikki
未来日記リダイヤル,みらいにっきりだいある,Future-diary redial
未来人間 GO GO GO,みらいにんげん ご ごー ごー,Mirai Ningen GO GO GO
みらいのあったかカップ,Mirai no Attaka Cup.,
未来のうてな,みらいのうてな,Mirai no utena
未来の想い出,みらいのおもいで,The future's memory
ミラクル☆ガールズ,みらくるがあるず,Miracle garlis
みらくるドラクル,Miracle Dorakuru,
ミラクルとんちんかん,Miracle Tonchinkan,
怪人ヒイロ (ミラクルヒイロ),みらくるひいろ,Miracle Hiiro
ミラクルプッツン大冒険,みらくるぷっつんだいぼうけん,Miracle Puttun adventure
ミラクルボール,MIRACLE BALL,
みらくるミルダ,Miracle Miruda,
ミラクルメイク勇司,みらくるめいくゆうじ,Miracle Make YUJI
ミラクル・ランジェリー,Miracle Lingerie,
ミリオンジョー,MILLION JOE,
ミリオンの○×△□,みりおんのまるばつさんかくしかく,Million no Maru Batsu Sankaku Shikaku
みりたり!,Miritari!,
みりたり! 乙型,みりたりおつがた,Miritari otsu-gata
ミルキィ先生,みるきぃせんせい,MILKEY TEACHER
不思議くんJAM,みるくくらうんのおうじさま,FUSHIGIKUN JAM
ミルククローゼット,Milk closet,
ミルク捜査日記,みるくそうさにっき,Milk sousa nikki
ミルクタイムにささやいて,Milk Time ni Sasayaite,
ミルモでポン!,Mirumo de pon!,
眠兎,みんと,Minto
ミントな僕ら,みんとなぼくら,Mint na bokura
みんな! エスパーだよ!,Minna! Esper dayo!,
みんなの呉,みんなのご,Minna no Go
みんなのどうぶつの森,みんなのどうぶつのもり,Minna no doubutsu no mori
民法改正〜日本は一夫多妻制になった〜,みんぽうかいせい にほんはいっぷたさいせいになった,Minpou Kaisei Nihon ha Ipputasaisei ni natta
民暴の鷹〜民事介入暴力と闘う弁護士の記録〜,みんぼうのたか みんじかいにゅうぼうりょくとたたかうべんごしのきろく,Minbou No Taka
