title,title_furigana,title_en
涼宮ハルヒの憂鬱 (みずのまこと版),すずみやはるひのゆううつ,The Melancholy of Haruhi Suzumiya
涼宮ハルヒの憂鬱 (ツガノガク版),すずみやはるひのゆううつつがのがく,The Melancholy of Haruhi Suzumiya
すずめすずなり,Suzume Suzunari,
すすめ!!ダイナマン,Susume!!Dainaman,
突撃め!第二少年工科学校,すすめ だいにしょうねんこうかがっこう,Susume!Daini Shounen Koukagakkou
進め!なつのロケット団,すすめなつのろけっとだん,Advance! rocket group of the summer
すずめのなみだ,Suzume no Namida,
すすめ!!パイレーツ,Susume!! Pirates,
すすめロボケット,Susume Roboket,
スタア爆発,すたあぼむ,A Star is Bomb
スター・ウォーズ ダーク・エンパイア,STAR WARS DARK EMPIRE,
スターオーシャン2 セカンドエヴォリューション,すたーおーしゃん2 せかんどえぼりゅーしょん,Star Ocean Second Evolution
スターオーシャン3 Till the End of Time,すたーおーしゃん3,Star ocean Till the End of Time
スターオーシャン セカンドストーリー,STAR OCEAN 2nd STORY,
スターオーシャン ブルースフィア,Star Ocean Blue Sphere,
スターゲイザー〜星に願いを〜,すたーげいざー ほしにねがいを,Star Gazer
スタジオパルプ,Studio pulp,
スタジオHELP,すたじおへるぷ,Studio HELP
スターシップ・オペレーターズ,StarShip Operators,
ST&RS -スターズ-,すたーず,ST&amp;RS
スターダスト11,すたーだすといれぶん,Stardust 11
スターダスト★ウインク,すたーだすとういんく,Stardust Wink
STAR CHILDREN,すたーちるどれん,STAR CHILDREN
STARTING GATE! -ウマ娘プリティーダービー-,すたーてぃんぐげーと うまむすめぷりてぃだーびー,STARTING GATE! -Umamusume Pretty Derby
STAR DRIVER 輝きのタクト,すたーどらいばー かがやきのたくと,STAR DRIVER Kagayaki no Takuto
魑魅,すだま,Sudama
スターマイン,Starmine,
スターライトウーマン,Star light woman,
STAND UP!,すたんどあっぷ,Stand up!
Stand Up!(山川あいじ),すたんどあっぷ やまかわあいじ,Stand Up! (Yamakawa Aiji)
スタンドバイミー,STAND BY ME,
Stand by me 描クえもん,すたんどばいみー かくえもん,Stand by me Kakuemon
スタンプ・デッド,Stamp dead,
すっから母さん,すっからかあさん,Sukkara kaasan
ずっと先の話,ずっとさきのはなし,Zutto saki no Hanashi
スッパヌキ!,Suppanuki!,
STAY ―ああ今年の夏も何もなかったわ―,すてい ああことしのなつもなにもなかったわ,Stay AA Kotoshi no natsu mo nanimo nakattawa
stigma,すてぃぐま,Stigma
STAY GOLD(ステイゴールド),すていごーるど,STAY GOLD
STATION,すていしょん,STATION
スティッチ!,Stitch!,
スティッチ!(つきりの ゆみ版),Stitch! (Yumi Tsukirino version),
捨て犬にハニートースト,すていぬにはにーとーすと,Suteinu ni honey toast
スティーブ・ジョブズ,Steve Jobs,
STEAL AND DEAD,すてぃーるあんどでっど,STEAL AND DEAD
STEEL BALL RUN〜スティール・ボール・ラン〜,すてぃーるぼーるらん,STEEL BALL RUN
捨てがたき人々,すてがたきひとびと,Sutegataki hitobito
素敵探偵☆ラビリンス,すてきたんていらびりんす,Suteki Tantei Labyrinth
ステキに野蛮人,すてきにやばんじん,SUTEKINIYABANJIN
ステーシー,Stacy,
ステージガールズ,Stage Girls,
捨て童子松平忠輝,すてどうじまつだいらただてる,Sutedoji Matsudaira Tadateru
すてマ!,Sutema!,
ステラのまほう,Magic of stella (Stella no mahou),
ステルス交境曲(ステルスシンフォニー),すてるすしんふぉにー,Stealth Symphony
ステルス×メイツ,すてるすめいつ,Stealth mates
ステロタイプ,Stero type,
ステンレススチールアルマジロ,STAINLESS STEEL ARMADILLO,
ストッパー,Stopper,
ストⅡ爆笑!!4コマギャグ外伝,すとつーばくしょうよんこまぎゃぐがいでん,STREET FIGHTER 2 BAKUSHOU 4KOMA GAGGAIDEN
ストッパー毒島,すとっぱーぶすじま,Stopper BUSUJIMA
STOP!ナデシコさん ♡,すとっぷなでしこさん,Stop Nadeshiko san
ストップ!!ひばりくん!,STOP!!HiBaRikun!,
STOP劉備くん!,すとっぷ りゅうびくん,STOP RYUBI
ストバスヤロウ将,すとばすやろうしょう,Shou the Street Basket Guy
ストライカー列伝,すとらいかーれつでん,Striker Retsuden
ストライクウィッチーズ アンドラの魔女,すとらいくうぃっちーず あんどらのまじょ,Strike wiitches Andora no majo
ストライクウィッチーズ 天空の乙女たち,すとらいくうぃっちーず てんくうのおとめたち,Strike wiitches tenku no otome tachi
ストライク・ザ・ブラッド,Strike The Blood,
ストライプブルー,Stripe Blue,
ストラヴァガンツァ -異彩の姫-,すとらばがんつぁ いさいのひめ,Stravaganza Isai no Hime
ストーリー,Story,
ストーリー311,すとーりーさんいちいち,Stories from311
ストーリー311 あれから3年 漫画で描き残す東日本大震災,すとーりーさんいちいち あれからさんねん まんがでかきのこすひがしにほんだいしんさい,Stories from 311 manga de egaki nokosu Higashi Nihon Daishinsai
ストリートゲリラ,STREET GUERILLA,
ストリートファイターⅡ -キャミィ外伝-,すとりーとふぁいたー2 きゃみぃがいでん,STREET FIGHTER2: Cammy
ストリートファイターZERO,すとりーとふぁいたーぜろ,STREET FIGHTER ZERO
ストリートファイターⅡ-RYU,すとりーとふぁいたーつーりゅー,STREET FIGHTER TWO
ストリングス・ドールズ,The Strings Dolls,
ストレッサーズ,Stressors,
ストレッチ,Stretch,
STRAIGHT(ストレート),すとれーと,STRAIGHT
ストレニュアス・ライフ,The Strenuous Life,
ストレンジ,Strange,
ストレンジ・プラス,STRANGE+,
すとれんじマンション,Strange mansion,
ストロベリーシェイクSweet,すとろべりーしぇいくすいーと,Strawberry Shake Sweet
ストロベリーナイト,STRAWBERRY NIGHT,
ストロベリーナイト-見えない雨-,すとろべりーないと みえないあめ,Strawberry night -Invisible Rain-
ストロベリー・パニック,StrawberryPanic,
ストロボ,Strobe,
ストロボ・エッジ,Strobe edge,
ストロボライト,Strobe Light,
素直なカラダ,すなおなからだ,Sunao Na Karada
スナックバス江,すなっくばすえ,Snack Basue
スナッチャー窃,すなっちゃーせつ,Setsu The Snatcher
砂時計,すなどけい,Sand watch
砂の栄冠,すなのえいかん,Suna no Eikan
砂の城,すなのしろ,The castle made of sand (Suna no shiro)
砂の剣,すなのつるぎ,Sword of sand
砂ぼうず,すなぼうず,Suna-Bozu
Snow in the Dark 叶恭弘短編集Ⅲ,すのういんざだーく かのうやすひろたんぺんしゅう3,Snow in the Dark
スノードルフィン,Snow Dolphin,
すのはら荘の管理人さん,すのはらそうのかんりにんさん,Sunoharasou no kanrinin-san
SNOW -PURE WHITE-,すのーぴゅあほわいと,SNOW -PURE WHITE-
スパイMKT,すぱいえむけーてぃー,Spy MKT
スパイキャッチャーJ3,すぱいきゃっちゃーじぇいすりー,SPY CATCHER J3
スパイズ・ファミリー,THE SPY'S FAMILY,
スパイダーマン,SPIDERMAN,
スパイダーマン(池上遼一版),SPIDERMAN (Ikegami Ryoichi ver.),
スパイダーマンJ,すぱいだーまんじぇい,Spiderman J
スパイの家,すぱいのいえ,A BLOOD OF SPY
スパイラル・アライヴ,Spiral arive,
スパイラル〜推理の絆〜,すぱいらるすいりのきずな,Spiral
スーパーエレガント,Super elegant,
スーパーエンジェルス,Super angels,
スーパー俺様ラブストーリー,すーぱーおれさまらぶすとーりー,Super Oresama Love Story
スーパーくいしん坊,すーぱーくいしんぼう,Super Kuishinbou
スパーク!!ララナギはりけ〜ん,すぱーくららなぎはりけん,Spark!! raranagi hurricane
スーパー主婦月美さん,すーぱーしゅふつきみさん,Supersyufutsukimisan
SUPERSTAR(スーパースター),すーぱーすたー,SUPERSTAR
SUPER STREET FIGHTERII X 外伝(スーパーストリートファイターⅡ X 外伝),すーぱーすとりーとふぁいたーつーえっくすがいでん,SUPER STREET FIGHTERII X GAIDEN
すぱすぱ,SPAS-PA,
巨大そに子の不便な日常,すーぱーそにこのふべんなせいかつ,INCONVENIENT DAIRY LIFE OF THE SUPER SONICO
スーパー太平記,すーぱーたいへいき,SUPER TAIHEIKI
すーぱータムタム,Tum Tum is great! ( Super Tum Tum ),
スーパーダンガンロンパ2 さよなら絶望学園,すーぱーだんがんろんぱ2 さよならぜつぼうがくえん,Super Danganronpa 2 Sayonara Zetsubou gakuen
スーパーダンガンロンパ2 だんがんアイランド ココロ常夏、ここロンパ♪,すーぱーだんがんろんぱ2 だんがんあいらんど こころとこなつ こころんぱ,Super Danganronpa 2 Dangan island Kokoro tokonatsu Kokoronpa
