title,title_furigana,title_en
九龍で会いましょう,かおるーんであいましょう,See you in Kowloon
科学戦隊ダイナマン,かがくせんたいだいなまん,Kagaku Sentai DynaMan
カガクチョップ,Kagaku chop,
科学冒険絵ものがたり ゴジラ,かがくぼうけんえものがたり ごじら,Kagaku bouken emonogatari Godzzila
書かずの753,かかずのなごみ,Kakazu no Nagomi
描かないマンガ家,かかないまんがか,Kakanai mangaka
ガカバッカ,Gakabakka,
カカフカカ,Kakafukaka,
鏡が来た 高橋留美子短編集,かがみがきた たかはしるみこたんぺんしゅう,Kagami ga kita
カガミガミ,Kagamigami,
鏡の国の戦争,かがみのくにのせんそう,THEWARINWONDERLAND
鏡の国の針栖川,かがみのくにのはりすがわ,Kagami no kuni no harisugawa
輝きジョシ子さん。,かがやきじょしこさん,Kagayaki Joshiko-san
ガキ教室,がききょうしつ,Gaki kyoushitsu
ガキ警察,がきけいさつ,Gaki-keisatsu
夏期限定トロピカルパフェ事件,かきげんていとろぴかるぱふぇじけん,Kakigentei Tropicalpafe Jiken
鍵人 - カギジン -,かぎじん,Kagijin
鉤月のオルタ,かぎつきのおるた,Kagitsuki no alter
カギっこ,Kagikko,
がきデカ,Gakideka,
KAKI no TANE,かきのたね,KAKI no TANE
鍵姫物語 永久アリス輪舞曲,かぎひめものがたりえいきゅうありすろんど,Kagihime-monogatari Eikyuu Alice Rondo
下級生2 〜brilliant days〜,かきゅうせいつーぶりりあんとでいず,KAKYUSEI2 brilliant days
ガキ・ロック,GAKI ROKKU,
ガキんちょ強,がきんちょつよし,Gakincho Tsuyoshi
岳,がく,Gaku
各駅停車,かくえきていしゃ,Kakueki teisya
ガクエン遊び人,がくえんあそびにん,Gakuen asobinin
学園アリス,がくえんありす,Gakuen Alice
学園王子,がくえんおうじ,Gakuen Oji
学園革命伝ミツルギ,がくえんかくめいでん,Mitsurugi: The Legend of School Revolution
学園さいこぱす,がくえんさいこぱす,Gakuen PSYCHO-PASS
ガクエン情報部H.I.P.,がくえんじょうほうぶ ひっぷ,Gakuen jouhoubu HIP
学園戦記ムリョウ,がくえんせんきむりょう,Record of School Wars Muryo
学園創世 猫天!,がくえんそうせいねこてん,Gakuen Sousei Nekoten!
学園探偵エンラクくん,がくえんたんていえんらくくん,School Detective Enraku
学園チャイカ!,がくえんちゃいか,Gakuenchaika!
